x;y;z;;type1;type2;type3;type4;type5;type6;type7;type8
94.96589233753285;46.20869185969553;73.93664559827643;;0;0;0;0;0;0;1;1
26.841871793689755;96.9387568291354;76.30886388802003;;0;0;0;0;0;1;0;0
54.22222446338031;33.9730301169478;6.638739458524734;;1;1;0;0;0;0;0;0
16.837596422361635;24.997332714878773;87.53012125829042;;0;0;0;1;0;0;0;0
43.962434621414026;36.55907490344992;70.16275771842658;;0;0;0;1;0;1;1;1
46.9719533399299;82.57663054015491;13.865039632909692;;0;0;1;0;1;0;0;0
95.32448621158748;59.604868067804574;22.78283001727687;;0;1;0;0;1;0;0;0
88.20506156368631;10.048250081813281;72.73677762080143;;0;0;0;0;0;0;1;0
55.77223020860357;78.07401738307598;57.95509957601244;;0;0;1;0;1;1;0;1
42.863568454955484;40.83697338216176;17.86916300132827;;1;1;1;0;1;0;0;0
53.853669396879845;52.60234062166942;70.47194971939997;;0;0;0;1;0;1;1;1
7.232504266372519;10.85865742728438;51.423391481708;;1;0;0;1;0;0;0;0
69.2947423081979;54.82206753009684;43.929485323219;;0;1;0;0;1;0;1;1
82.7431837239084;40.79899029447161;15.343469507201435;;0;1;0;0;1;0;0;0
44.258123278649755;80.3850369349167;18.853689157882425;;0;0;1;0;1;0;0;0
38.392734728696546;96.84773456379511;11.308704113277933;;0;0;1;0;1;0;0;0
94.92427139482103;3.6363424877170814;41.64516363675518;;0;1;0;0;0;0;1;0
55.90389678372548;74.66519256137204;32.72628987919649;;0;0;1;0;1;0;0;0
84.8204234620929;93.87896656340689;34.02574975245246;;0;0;0;0;1;0;0;1
11.450350932296338;30.70449242342812;69.15423607690565;;0;0;0;1;0;0;0;0
5.514031261913599;50.051259953018764;68.61756703077208;;0;0;0;0;0;1;0;1
80.05313956965604;96.57962021851854;54.92191062106432;;0;0;0;0;1;0;0;1
97.95355732052923;87.10458719823424;26.647021434106765;;1;0;0;1;1;1;0;1
14.898691142769904;72.33486781589141;42.28748579572128;;0;0;1;0;0;1;0;0
30.4424270044265;23.796619038255763;20.734345537592503;;1;0;0;0;0;0;0;0
55.1745354498431;33.01200199469601;5.092030296695993;;1;1;0;0;0;0;0;0
97.12785151209579;24.878906649127973;73.70424835315184;;0;0;0;0;0;0;1;0
52.8203781974386;16.140034724962092;9.249558500421283;;1;1;0;0;0;0;0;0
55.18744242220832;31.04343299807243;47.506165942600965;;1;1;0;1;0;0;1;0
53.07549224011146;38.26155614083938;76.9034032733784;;0;0;0;1;0;1;1;1
40.805924871926734;74.59890451605715;37.69296130837528;;0;0;1;0;1;1;0;1
54.56876931974265;9.996094076281391;90.2181838537565;;0;0;0;1;0;0;1;0
99.27861170178072;83.37454840808935;6.270688668450575;;0;0;0;0;1;0;0;0
10.252887658823862;1.0953475313604466;74.4314481368753;;0;0;0;1;0;0;0;0
55.402763839374515;69.21247917617039;95.96323433867556;;0;0;0;0;0;1;0;1
12.590597918959634;70.54590065206476;59.16726461365245;;0;0;1;0;0;1;0;0
61.39662534719651;10.659981471086411;72.25643469944669;;0;0;0;1;0;0;1;0
45.530483469059305;22.09285505364643;71.42442586017157;;0;0;0;1;0;0;1;0
57.661459168986276;56.056138859496905;44.23547227804626;;1;1;1;1;1;1;1;1
96.96143844187904;13.31993077061383;70.3671699930887;;0;0;0;0;0;0;1;0
95.93302306492475;62.71266547219546;61.402328820677354;;0;1;0;0;1;0;1;1
47.16998681486226;6.439641810153784;59.286531457774636;;1;1;0;1;0;0;1;0
6.5195524809468886;37.65883840704246;75.19026273679727;;0;0;0;1;0;1;0;0
55.093792777360115;34.31666281156653;69.62994601532303;;0;0;0;1;0;1;1;1
41.45132712587524;18.49561661176652;54.087286515203395;;1;1;0;1;0;0;1;0
5.350211332393973;47.159053713463514;7.935476353895011;;1;0;1;0;0;0;0;0
11.003180959266368;52.4166657856997;87.69584721663306;;0;0;0;1;0;1;0;0
31.321698071187456;64.55396504099402;33.29000940543993;;1;0;1;0;0;0;0;0
27.10896380181914;59.04397833972364;82.3874339380175;;0;0;0;1;0;1;0;0
37.99116968683789;36.99832003232376;78.84152287126982;;0;0;0;1;0;1;1;1
55.73468725242981;88.02006513066739;49.52089303736681;;0;0;1;0;1;1;0;1
7.972687071539342;38.16374015746711;34.90091350097481;;1;0;1;1;0;1;0;0
58.77628297845694;76.73215607022426;0.4752062381085609;;0;0;1;0;1;0;0;0
88.57325473658422;71.01896395696227;88.15274820396918;;0;0;0;0;0;0;0;1
91.36737828340522;37.81995700699301;98.06803197747207;;0;0;0;0;0;0;1;1
14.093106075121199;80.63824975492696;88.81125692969837;;0;0;0;0;0;1;0;0
21.110288667993682;7.100233503727105;94.24436897436098;;0;0;0;1;0;0;0;0
59.42854519867199;52.48762263954529;12.465823210783157;;1;1;1;0;1;0;0;0
46.86787201340887;75.69185745360973;19.029013351183764;;0;0;1;0;1;0;0;0
72.7593973862913;40.80393592747335;82.90852662748134;;0;0;0;0;0;0;1;1
74.92481891128283;2.826419660124324;59.41073843952813;;0;1;0;0;0;0;1;0
6.160994415218434;48.45740517400503;44.87085079930526;;1;0;1;1;0;1;0;0
88.8700110704535;5.091255375830239;7.732887854695358;;0;1;0;0;0;0;0;0
76.10209690832987;79.17865935744872;55.647105312479454;;0;0;0;0;1;0;0;1
23.03840369483773;4.28635641535553;26.64460967615555;;1;0;0;0;0;0;0;0
46.88879808371076;70.11892458465181;55.66916265453023;;0;0;1;0;1;1;0;1
35.26763551065658;64.6054608318671;13.766068889486938;;1;1;1;0;1;0;0;0
75.4730364516869;35.03953491913418;36.01404568244164;;0;1;0;0;1;0;1;1
36.716149088344274;51.63580225816872;92.25520823294693;;0;0;0;1;0;1;1;1
18.180420244365493;97.63450865357902;42.82372037069019;;0;0;1;0;0;1;0;0
13.083945831023836;67.73117020395163;68.2738228269181;;0;0;0;0;0;1;0;0
11.850217832790378;47.05582763778145;70.1837184972886;;0;0;0;1;0;1;0;0
69.80808117335032;83.70851414793859;60.13130608606595;;0;0;0;0;1;0;0;1
73.44273141974533;44.66856836376157;56.92762104554584;;0;1;0;0;1;0;1;1
17.73115864865068;64.52498838841633;95.81029770992927;;0;0;0;1;0;1;0;0
1.3811018167311118;63.85098985959037;31.19806251861751;;1;0;1;0;0;0;0;0
26.98674330814097;59.54084701481951;41.36804664558191;;1;0;1;1;0;1;0;0
49.58945565192687;49.942339714952624;11.721719346636206;;1;1;1;0;1;0;0;0
63.53984566589488;86.09720058448465;66.77454685925063;;0;0;0;0;0;1;0;1
97.65100763740594;76.26277052995397;92.25050580099868;;0;0;0;0;0;0;0;1
88.79715247162694;16.779501706532464;32.862652526640204;;0;1;0;0;0;0;0;0
28.40764370758686;86.85386684248898;41.691906620159536;;0;0;1;0;0;1;0;0
12.098615538370627;48.958672025667624;61.370194359077814;;1;0;1;1;0;1;0;0
67.35395633368196;68.56032473638365;30.576279564730324;;0;0;0;0;1;0;0;0
81.66901611938371;69.78316743402758;2.735704145322748;;0;0;0;0;1;0;0;0
71.1383783594721;86.03964932822349;54.70545324152795;;0;0;0;0;1;0;0;1
15.99905093262306;68.14464708931123;25.530778965021263;;0;0;1;0;0;0;0;0
55.06317214409735;50.631514523631296;28.07657936417549;;1;1;1;0;1;0;0;0
57.18780221379316;70.30450221857437;65.44897495005387;;0;0;1;0;1;1;0;1
7.166153869061043;79.54129097413934;51.59284853238438;;0;0;1;0;0;1;0;0
36.222061331913046;91.27295307752054;77.97204197444559;;0;0;0;0;0;1;0;1
20.556211893002953;93.14159172206875;71.78887605988744;;0;0;0;0;0;1;0;0
54.22564052345251;25.674621007305486;80.48963261142778;;0;0;0;1;0;0;1;0
23.08694138795955;95.89210250973234;67.84299107634722;;0;0;0;0;0;1;0;0
40.83922316112867;90.77314019993376;91.34265846152442;;0;0;0;0;0;1;0;1
17.479920485148337;94.16246462452541;35.57355812138293;;0;0;1;0;0;1;0;0
27.169891421692437;95.43509010050616;44.90037705481629;;0;0;1;0;0;1;0;0
95.73152504547713;32.7438653050894;31.31072343728536;;0;1;0;0;0;0;0;0
61.6269131707479;30.552386309063262;19.862012669365136;;1;1;0;0;0;0;0;0
97.80906850468126;25.15597132162898;94.68216678172567;;0;0;0;0;0;0;1;0
39.05238250007026;39.80924374660027;86.37797969061182;;0;0;0;1;0;1;1;1
70.55774069730094;66.0694946409201;50.60425003248291;;0;0;0;0;1;0;0;1
49.40311631514397;14.95374312515544;4.352174890002347;;1;1;0;0;0;0;0;0
9.244916904329148;9.175470440683874;84.28609789517506;;0;0;0;1;0;0;0;0
13.33940666804303;40.93930013044697;51.88803427819363;;1;0;1;1;0;1;0;0
22.111347018793104;81.09664688433472;95.84963216027941;;0;0;0;0;0;1;0;0
70.43345710494516;44.884753144509325;93.61772304932315;;0;0;0;0;0;0;1;1
34.60746634462013;14.393287157187517;15.322780974158901;;1;1;0;0;0;0;0;0
37.97870452018655;82.73662576999288;9.498201382623627;;0;0;1;0;1;0;0;0
77.07896042793648;23.38319494399135;48.70496361614817;;0;1;0;0;0;0;1;0
47.58766740927038;73.64278470393964;57.81121139043961;;0;0;1;0;1;1;0;1
86.045828588116;11.58695131797276;59.96384682683973;;0;1;0;0;0;0;1;0
11.621073139934058;58.73152553701564;42.78773593741268;;1;0;1;1;0;1;0;0
93.75272122427896;41.16927408492819;74.0789377778418;;0;0;0;0;0;0;1;1
94.06000284640116;2.935984334555608;15.976229850463962;;0;0;1;1;0;1;0;0
15.286119186344926;20.002276870924838;50.402341753758506;;1;0;0;1;0;0;0;0
33.45577187926683;27.32860576481546;86.00578481349697;;0;0;0;1;0;0;0;0
88.62859519798124;48.82522206975197;3.336093039279031;;0;1;0;0;1;0;0;0
52.416406661980574;90.65861181259403;41.96358480399969;;0;0;1;0;1;1;0;1
49.760109430589004;23.571627112081504;11.046376763693432;;1;1;0;0;0;0;0;0
62.5990883411245;7.859823275752442;5.258886931617768;;1;1;0;0;0;0;0;0
22.378082395131983;67.64367558387376;92.78014202199623;;0;0;0;0;0;1;0;0
95.50606263395342;99.90241923083948;45.94904378172132;;0;0;0;0;1;0;0;1
31.67412497248777;39.80334561884427;51.58414154813418;;1;0;1;1;0;1;0;0
73.25176938764146;20.558467509248878;20.095406911789638;;1;1;1;0;1;0;1;0
53.33537340341796;16.623294133535804;99.47878214373532;;0;0;0;1;0;0;1;0
47.588636430256905;45.69758017418641;29.46450700085942;;1;1;1;0;1;0;0;0
65.04420730855831;21.215294906207006;38.04575844676029;;1;1;0;1;0;0;1;0
98.44823032934924;97.91049406558594;76.959914277014;;0;0;0;0;0;0;0;1
62.95177794079125;48.7058632364685;96.18337364684366;;0;0;0;1;0;1;1;1
41.13793047451837;49.489231420605876;3.828062931280529;;1;1;1;0;1;0;0;0
38.625717557278904;91.26221269633116;49.402603673466274;;0;0;1;0;1;1;0;1
73.30372044221969;57.76795673906799;8.479485865065817;;0;1;0;0;1;0;0;0
30.19747294073214;36.05000254561841;64.66800399430865;;1;0;1;1;0;1;0;0
87.97440818292041;39.289925055764975;82.08635737669265;;0;0;0;0;0;0;1;1
47.78338942801415;11.909481723753556;56.76223481240361;;1;1;0;1;0;0;1;0
83.9409912884263;7.773488951852714;88.76115798580786;;0;0;0;0;0;0;1;0
41.746784585289454;77.15383015792467;97.70981531036936;;1;0;0;1;1;0;1;0
39.75870784183334;83.08028862461114;51.285553366955675;;0;0;1;0;1;1;0;1
67.22981298790998;55.102805953010645;67.60223417178508;;0;0;0;0;0;0;1;1
6.015564683314601;59.055584223974876;4.234153762613446;;1;0;1;0;0;0;0;0
22.08776938705799;56.929264326704555;43.55621584810984;;1;0;1;1;0;1;0;0
95.33961400313376;91.86884165418205;11.724266892825385;;0;0;0;0;1;0;0;0
16.91849754934358;15.440524349007767;88.80698824894998;;0;0;0;1;0;0;0;0
98.49792595969868;69.89204682231495;65.61465556320674;;0;0;0;0;1;0;0;1
1.5558230375748328;53.91119375753841;34.27703351009399;;1;0;1;1;0;1;0;0
73.93093886699074;49.063988538122985;24.907462047974448;;0;1;0;0;1;0;0;0
40.03398033887162;47.52444514950921;69.52640326878138;;0;0;0;1;0;1;1;1
61.898268679882115;79.80402111792962;47.13402190076158;;0;0;1;0;1;1;0;1
78.64196586727137;72.06335329357039;40.52156932222878;;1;1;0;0;1;1;1;1
83.78928229690491;65.75471274891228;64.44275193296866;;0;1;0;0;1;0;1;1
44.246093698174946;28.25689487687698;53.055943166971396;;0;1;0;0;0;1;0;0
60.704361289068366;65.76906977306699;72.94977191513262;;0;0;0;1;0;1;1;1
66.31089695867544;77.06927176387212;28.735280236170446;;1;0;1;1;1;1;0;1
36.30280833196433;5.1690127804195685;88.6794228954714;;0;0;0;1;0;0;1;0
54.129085366707784;64.80050502131625;62.81874895199567;;1;1;1;1;1;1;1;1
61.39916743712918;22.361253611605836;17.117863494136653;;1;0;1;0;1;1;0;0
34.724937699818184;3.017473706593099;67.46839476352639;;0;0;0;1;0;0;1;0
58.883733059334375;61.55373224343581;42.98020298582673;;1;1;1;1;1;1;1;1
66.58069962144911;37.45014837949191;56.21849951450651;;0;1;0;0;1;0;1;1
69.83393660945684;17.356915123878526;10.489525933103428;;0;1;0;0;0;0;0;0
67.41746412662086;32.761161383481365;93.97458166432496;;0;0;0;0;0;0;1;0
0.08964381596053839;31.943588257808585;77.37016903784442;;0;0;0;1;0;0;0;0
28.061158999097568;23.11347319113155;14.987426963278095;;1;0;0;0;0;0;0;0
81.70372203861015;71.64726967211648;86.03051018044215;;0;0;0;0;0;0;0;1
49.52813812171474;45.98471769699057;92.78698224342583;;0;0;0;1;0;1;1;1
92.70461464743863;10.620641368912276;88.76545296201304;;0;0;0;0;0;0;1;0
2.4539868744795745;34.34643728991343;62.755402734986355;;1;0;1;1;0;1;0;0
99.704680302102;1.6491235379668012;33.2567307020583;;0;1;0;0;0;0;0;0
5.6360052230103435;92.45349377683941;12.463949570840093;;0;0;1;0;0;0;0;0
64.00843034848029;66.7275402598797;39.16338097082927;;0;0;1;0;1;1;0;1
30.067562145733184;66.65774553082936;46.15244839318886;;0;0;1;0;0;1;0;0
68.26344132747727;76.79950555686918;29.92100126737398;;0;0;0;0;1;0;0;0
7.743944372918088;61.60296945470042;24.591781170726946;;1;0;1;0;0;0;0;0
21.027581369126736;68.30973520794605;95.79834162927739;;0;0;0;0;0;1;0;0
39.04578606442287;88.51931985800037;33.04985788355099;;0;0;1;0;1;0;0;0
20.606512444709423;7.542550476132903;53.734177338180636;;1;0;0;1;0;0;0;0
18.34662405552533;2.93453450064044;46.72388511681823;;1;0;0;1;0;0;0;0
21.037707291473705;78.05713170852037;13.481797459448064;;0;0;1;0;0;0;0;0
21.22963560153711;34.72617652643868;10.230646604248705;;1;0;1;0;0;0;0;0
86.40254797276855;30.275938598262375;72.24388968698983;;0;0;0;0;0;0;1;0
6.416794679072135;91.77353336558603;94.68936148533433;;0;0;0;0;0;1;0;0
72.38925786956723;5.7789462833055305;2.21293415310847;;0;1;0;0;0;0;0;0
49.825232681936036;79.69794915167788;12.96805590771184;;0;0;1;0;1;0;0;0
76.55872000067313;15.198448391758557;70.23067596949546;;0;0;0;0;0;0;1;0
45.91190171931875;81.39908407798806;23.278585952232945;;0;0;1;0;1;0;0;0
79.21296765104032;37.86352080527623;93.979145401994;;0;0;0;0;0;0;1;1
11.537948440265088;75.21843415223164;15.189186372663388;;0;0;1;1;1;1;1;0
46.299110749137974;60.795122517693336;81.21724405491608;;0;0;0;1;0;1;1;1
70.0563196938719;35.260553752527755;66.21497197551894;;0;0;0;0;0;0;1;1
69.17135213401208;57.98459927839975;22.13271128156822;;0;1;0;0;1;0;0;0
99.46656716217748;9.728430825095613;70.88318467317153;;0;0;0;0;0;0;1;0
41.20130809658211;46.407021750553824;72.91821048953672;;0;0;0;1;0;1;1;1
57.156331070903846;68.40450213558405;95.38706095544231;;0;0;0;0;0;1;0;1
78.55485442560918;68.02592803634036;29.298999745748546;;0;0;0;0;1;0;0;0
95.55564384180019;66.76751230954004;41.999623451040236;;0;0;0;0;1;0;0;1
41.14852839947783;40.98945571000729;79.6950342302154;;0;0;0;1;0;1;1;1
89.18332955356145;17.533820535256027;61.38221693995531;;0;1;0;0;0;0;1;0
71.64328468400119;66.83549743956611;56.52171224336641;;0;0;0;0;1;0;0;1
73.3224551691647;63.939868076044114;49.07358250178735;;0;1;0;0;1;0;1;1
25.103892917129013;85.28351551196161;68.04129412881457;;0;0;0;0;0;1;0;0
42.45613433532144;45.98271198741243;15.130010066133304;;1;1;1;0;1;0;0;0
55.89014651867023;94.94592541482609;6.19206896614406;;0;0;1;0;1;0;0;0
33.9443278587368;22.12678129647263;88.9352669239725;;0;0;0;1;0;0;0;0
30.273351132842663;22.186910375112955;62.09075830013809;;1;0;0;1;0;0;0;0
17.29065305213242;70.91480390719327;73.97916063339557;;0;0;0;0;0;1;0;0
22.61853088886825;58.99655404175383;83.10783029776044;;0;0;0;1;0;1;0;0
10.634140660942592;24.020899911822436;59.85287633960059;;1;0;0;1;0;0;0;0
86.22126573139516;41.45361774734956;35.859558974098334;;0;1;0;0;1;0;1;1
40.4354064625177;55.13360247931295;27.929044506919965;;1;1;1;0;1;0;0;0
54.906130197704215;46.10512820539895;44.51635175919203;;1;1;1;1;1;1;1;1
26.976010969690467;89.46237545698202;42.651959319505636;;0;1;0;0;0;1;1;1
96.26823314544856;19.876500469474834;35.272718884337394;;0;1;0;0;0;0;1;0
55.29567122244007;90.95054346298363;97.82953862414742;;0;0;0;0;0;1;0;1
64.5498680500541;11.933688142414866;41.39457791930645;;1;1;0;1;0;0;1;0
46.28260382983698;35.72582938125621;94.21557361266983;;0;0;0;1;0;1;1;1
68.8084563553591;87.35708938592224;52.714053548538985;;0;0;0;0;1;0;0;1
6.577447784241263;3.349222828740228;14.367899392864047;;1;0;0;0;0;0;0;0
51.78813875164035;21.82745994923242;4.194186477057526;;1;1;0;0;0;0;0;0
38.86925750891057;33.572616054399326;9.208301826745712;;1;1;0;0;0;0;0;0
3.616330040467808;93.07442692836699;32.55237058972443;;0;0;1;0;0;0;0;0
4.277637535490763;7.252853238012658;75.75604059782968;;0;0;0;1;0;0;0;0
2.972288457901051;70.86633262746427;59.6456390289541;;0;0;1;0;0;1;0;0
29.41529686213399;10.733776958703123;90.73396420873364;;0;0;0;1;0;0;0;0
61.168991426071585;72.79223399461257;27.321453508619285;;0;1;1;1;0;0;0;0
26.342179507940124;18.94181763115941;98.66038574641694;;0;0;0;1;0;0;0;0
75.63186873997022;55.549717005815005;66.70559763610474;;0;0;0;0;0;0;1;1
26.46423711332675;26.351917218561262;18.230567201861568;;1;0;0;0;0;0;0;0
48.4732975972672;2.9719901767001677;5.090615733056847;;1;1;0;0;0;0;0;0
61.6446165573233;92.29474930051444;0.2070058945759179;;0;0;1;0;1;0;0;0
23.632978799234884;59.114900869697884;13.759756247581667;;1;0;1;0;0;0;0;0
32.59288206577511;93.73780697028002;43.613443378706116;;0;0;1;0;0;1;0;0
89.10604301874564;14.103366784116457;38.325952356399085;;0;1;0;0;0;0;1;0
69.67734538936399;4.497808320571838;61.48995283782934;;0;1;0;0;0;0;1;0
33.58163806233209;58.4108951376324;2.4421899699390903;;1;0;1;0;0;0;0;0
70.4921856543252;81.89310308812593;70.98467780388627;;0;0;0;0;0;0;0;1
54.45716734173905;79.69872302150921;13.915840151505199;;0;0;1;0;1;0;0;0
73.97818244591652;74.57251750117577;70.1674651455776;;0;0;0;0;0;0;0;1
20.1892092805818;28.581271071968317;26.3244272736013;;1;0;0;0;0;0;0;0
80.41614128979245;76.6272302016586;55.426972831219665;;0;0;0;0;1;0;0;1
28.98099169111341;96.74157020898241;89.22550801161285;;0;0;0;0;0;1;0;0
67.44320191289505;95.95813464898737;71.56745742319544;;0;0;0;0;0;0;0;1
91.34668031139059;76.60809071689934;67.84488259153635;;0;0;0;0;0;0;0;1
28.165639610644423;9.21241486730997;3.8372261789496376;;1;0;0;0;0;0;0;0
90.350422519386;84.01206522130943;40.60813285209866;;0;0;0;0;1;0;0;1
5.08802652271031;3.585893917080074;70.60225093212266;;0;0;0;1;0;0;0;0
52.60704804783446;30.506262915270465;42.2420443917877;;1;1;0;1;0;0;1;0
59.73016379977114;73.83466448977424;95.2513982226291;;0;0;0;0;0;1;0;1
8.205880587170888;63.501275215055166;54.01302797809615;;1;0;1;1;0;1;0;0
10.726668364464908;84.98094788091173;69.0598433218725;;0;0;0;0;0;1;0;0
73.46534584268983;75.700543169806;9.938436120671913;;0;0;0;0;1;0;0;0
59.97042569389802;39.94452533735557;60.81939098901973;;1;1;1;1;1;1;1;1
31.623236627110696;48.263434952743246;51.78990263825808;;1;0;1;1;0;1;0;0
76.19133453212498;63.46750660359176;8.598832305794202;;0;1;0;0;1;0;0;0
25.691411214136885;0.7721912785048968;35.451580299187526;;1;0;0;1;0;0;0;0
9.153256698348;93.58392170389872;3.742010858951772;;0;0;1;0;0;0;0;0
70.66589270286863;76.53085086258628;25.217470181192535;;0;0;0;0;1;0;0;0
59.39929037131022;94.51922996852036;25.490504713091376;;0;0;1;0;1;0;0;0
22.590337232098058;55.990351944905946;31.14968521189818;;1;0;1;0;0;0;0;0
77.73534784256107;4.265964804025568;11.630330859550508;;0;1;0;0;0;0;0;0
38.05278666134018;7.644503761499422;47.02336117425454;;1;1;0;1;0;0;1;0
93.79918371932524;84.89041734573783;76.81042992560582;;0;0;0;0;0;0;0;1
30.94628457689572;83.1075959373511;58.48367142708537;;0;0;1;0;0;1;0;0
31.870001769145496;29.683652521830606;38.85858605204946;;1;0;0;1;0;0;0;0
36.60773443244969;11.361426788496054;26.947561620340565;;1;1;0;0;0;0;0;0
2.4552591322129724;45.611154727598745;15.812600341836403;;1;0;1;0;0;0;0;0
73.98292433881917;35.92022529159824;91.18612278268004;;0;0;0;0;0;0;1;1
11.856900586749786;47.74478378594396;95.97055332193773;;0;0;0;1;0;1;0;0
33.6305242675718;25.429149252302253;20.05128840065411;;1;0;0;0;0;0;0;0
9.861446171742582;77.10422647948482;11.689944391291785;;0;0;1;0;0;0;0;0
29.340702307517752;45.60191864806926;84.35616544914998;;0;0;0;1;0;1;0;0
67.51900515961565;90.8745016916383;1.4439474344821734;;0;0;0;0;1;0;0;0
22.56541746819991;53.98835174381392;8.046433761070304;;1;0;1;0;0;0;0;0
2.6332710618673816;81.28391986254512;10.975083022747167;;0;0;1;0;0;0;0;0
90.1582830525212;71.67540533696008;82.00536869163281;;0;0;0;0;0;0;0;1
65.61745622773087;29.157810675937036;37.96720928353325;;1;1;0;1;0;0;1;0
29.898135756778423;6.108946718186381;54.730533317575656;;1;0;0;1;0;0;0;0
83.16020414700812;94.29449246973948;61.9451853455536;;0;0;0;0;1;0;0;1
62.28140629219197;84.0501950329508;54.51714426071006;;0;0;1;0;1;1;0;1
36.49467660013133;81.01155414043457;86.87015128111919;;0;0;0;0;0;1;0;1
72.65456966213442;49.58055968425272;8.790473011499023;;0;1;0;0;1;0;0;0
88.97299468455722;58.456599850108596;0.08851582685009962;;0;1;0;0;1;0;0;0
63.87114129378517;18.20999939210918;52.41907725502152;;1;1;0;1;0;0;1;0
81.96196246140273;52.15613746539562;96.47919760934431;;0;0;0;0;0;0;1;1
84.65820210189437;24.606867594984074;76.02159482048818;;0;0;0;0;0;0;1;0
84.97281227833457;37.735503969070514;59.51871164625094;;0;1;0;0;1;0;1;1
